Protein	Protein ID	Entry Name	Gene	Length	Organism	Protein Description	Protein Existence	Coverage	Protein Probability	Top Peptide Probability	Total Peptides	Unique Peptides	Razor Peptides	Total Spectral Count	Unique Spectral Count	Razor Spectral Count	Total Intensity	Unique Intensity	Razor Intensity	Razor Assigned Modifications	Razor Observed Modifications	Indistinguishable Proteins	channel_126	channel_127N	channel_127C	channel_128N	channel_128C	channel_129N	channel_129C	channel_130N	channel_130C	channel_131N	channel_131C	channel_132N	channel_132C	channel_133N	channel_133C	channel_134N	channel_134C	channel_135N
sp|P06514|RBS_NOSS1	P06514	RBS_NOSS1	rbcS	109	Nostoc sp. (strain PCC 7120 / SAG 25.82 / UTEX 2576) OX=103690	Ribulose bisphosphate carboxylase small subunit 	1:Experimental evidence at protein level	61.47	1	0.999	8	8	8	69	69	69	3001150176	3001150176	3001150176	11K(304.2071), 17K(304.2071), 18K(304.2071), 2C(57.0214), 7K(304.2071), 8K(304.2071), 9C(57.0214), N-term(304.2071)	NA	NA	5690145.9197	30005462.9316	67893820.2285	96910361.5918	100696253.7803	134998114.6396	119532266.0208	567160706.9756	129268489.4478	57360053.2944	10659259.9832	6208326.0261	3501180.9419	3098371.0391	2821072.5374	3831806.4089	3122515.5361	4370191.8081
sp|P06540|ATPB_NOSS1	P06540	ATPB_NOSS1	atpB	482	Nostoc sp. (strain PCC 7120 / SAG 25.82 / UTEX 2576) OX=103690	ATP synthase subunit beta 	3:Protein inferred from homology	68.88	1	0.999	23	23	23	372	372	372	4536381824	4536381824	4536381824	11K(304.2071), 11M(15.9949), 15M(15.9949), 16K(304.2071), 17K(304.2071), 18K(304.2071), 1M(15.9949), 24K(304.2071), 26K(304.2071), 29K(304.2071), 4M(15.9949), 5M(15.9949), 7K(304.2071), 8M(15.9949), 9M(15.9949), N-term(304.2071)	NA	NA	27020540.2485	359658790.5386	365736093.6484	134393341.844	81363369.0591	141229879.8672	248344428.2236	1858180797.251	302720664.3481	182336272.4275	70954097.8496	64883724.6422	56673911.1646	46447754.4133	58541149.2717	55993106.6948	37080257.6343	47359425.7714
sp|P06542|ATPE_NOSS1	P06542	ATPE_NOSS1	atpE	137	Nostoc sp. (strain PCC 7120 / SAG 25.82 / UTEX 2576) OX=103690	ATP synthase epsilon chain 	3:Protein inferred from homology	35.04	1	0.999	6	6	6	45	45	45	1368444320	1368444320	1368444320	11K(304.2071), 9K(304.2071), N-term(304.2071)	NA	NA	6893501.5425	15316969.2417	16434753.4736	20825592.623	20025901.7598	11937418.1094	13418352.873	235006541.668	14590475.9827	10763130.9695	3680125.666	3049995.1178	2543925.6489	2211017.006	2917969.592	3273764.1785	2575766.3652	2669465.104
sp|P07120|PHCB_NOSS1	P07120	PHCB_NOSS1	cpcB	173	Nostoc sp. (strain PCC 7120 / SAG 25.82 / UTEX 2576) OX=103690	C-phycocyanin beta subunit 	1:Experimental evidence at protein level	87.28	1	0.999	18	18	18	797	797	797	30329415168	30329415168	30329415168	15K(304.2071), 17K(304.2071), 19K(304.2071), 1C(57.0214), 1C(57.0214), 1M(15.9949), 21K(304.2071), 25K(304.2071), 2K(304.2071), 2M(15.9949), 5C(57.0214), 7K(304.2071), 8K(304.2071), N-term(304.2071), N-term(42.0106)	NA	NA	74589027.442	792356383.6182	2174881302.6021	3070426778.3613	3599990406.5737	7169409278.9805	5187238830.9458	7918177214.7754	418213470.4336	230528652.3018	70863227.3837	45456241.7809	39135092.5221	29081730.1415	41896603.5134	62562488.3982	28517584.6111	35783696.6016
sp|P07121|PHCA_NOSS1	P07121	PHCA_NOSS1	cpcA	163	Nostoc sp. (strain PCC 7120 / SAG 25.82 / UTEX 2576) OX=103690	C-phycocyanin alpha subunit 	1:Experimental evidence at protein level	49.69	1	0.999	10	10	10	382	382	382	20907548160	20907548160	20907548160	12K(304.2071), 2K(304.2071), N-term(304.2071)	NA	NA	60420196.1205	373845541.156	1056138582.5762	1477859858.0254	1684694142.5098	3022054542.3599	2032173532.2314	3968793319.0986	227769591.8073	120479787.6567	38234737.6223	23912645.1033	19858241.318	19984697.8962	19709471.3088	18754551.5647	16518978.5916	21843023.8798
sp|P07123|PYR1_NOSS1	P07123	PYR1_NOSS1	cpcC	286	Nostoc sp. (strain PCC 7120 / SAG 25.82 / UTEX 2576) OX=103690	Phycobilisome 32.1 kDa linker polypeptide, phycocyanin-associated, rod 	1:Experimental evidence at protein level	69.23	1	0.999	29	28	29	382	363	382	10252370432	10252370432	10252370432	11K(304.2071), 14K(304.2071), 18K(304.2071), 1K(304.2071), 7K(304.2071), 8K(304.2071), 9K(304.2071), N-term(304.2071)	NA	NA	16149204.3767	93729005.2456	275369720.2686	463219713.5083	606268744.6816	831597855.4658	458438750.937	2932841082.3096	243435889.0942	147193199.6389	72701501.5262	72046580.9358	76567715.1953	85640516.3993	135557773.3051	197869527.9421	150326515.0327	166132419.8494
sp|P07124|PYS1_NOSS1	P07124	PYS1_NOSS1	cpcD	80	Nostoc sp. (strain PCC 7120 / SAG 25.82 / UTEX 2576) OX=103690	Phycobilisome 8.9 kDa linker polypeptide, phycocyanin-associated, rod 	1:Experimental evidence at protein level	80	1	0.999	8	8	8	79	79	79	2424274720	2424274720	2424274720	1M(15.9949), 7K(304.2071), N-term(304.2071), N-term(42.0106)	NA	NA	5237710.3484	15986564.0625	29462511.4199	33688555.8008	20128270.8281	20270274.5332	17357157.0364	18353306.3218	1410603.6718	1314654.251	805740.5552	709345.5803	603751.6229	469343.155	1253663.6833	3066564.4789	1600231.2603	3241151.3096
sp|P07125|CPCE_NOSS1	P07125	CPCE_NOSS1	cpcE	276	Nostoc sp. (strain PCC 7120 / SAG 25.82 / UTEX 2576) OX=103690	Phycocyanobilin lyase subunit alpha 	1:Experimental evidence at protein level	13.41	1	0.999	5	4	5	6	5	6	13878384	6655380	13878384	11K(304.2071), 3C(57.0214), 8K(304.2071), 9M(15.9949), N-term(304.2071)	NA	NA	80164.9121	777731.7812	1740317.9531	530698.5898	215829.2285	137226.8291	71176.7358	127972.4785	62291.6655	55684.376	27995.231	31541.1338	25435.8098	22141.0117	25482.2788	31511.0176	29549.3916	36718.8054
sp|P0A384|CYB6_NOSS1	P0A384	CYB6_NOSS1	petB	215	Nostoc sp. (strain PCC 7120 / SAG 25.82 / UTEX 2576) OX=103690	Cytochrome b6 	1:Experimental evidence at protein level	15.35	1	0.999	3	3	3	8	8	8	295267294	295267294	295267294	13K(304.2071), 8K(304.2071), N-term(304.2071)	NA	NA	589808.835	2639547.9414	16727717.5547	48355923.4531	18734470.418	29565625.8984	12437158.9805	14355773.2285	2390960.1553	1479842.4629	563773.5195	443757.2642	256050.5725	320170.7744	336641.8958	326910.6343	183437.5449	602282.1812
sp|P0A3C7|FER1_NOSS1	P0A3C7	FER1_NOSS1	petF	99	Nostoc sp. (strain PCC 7120 / SAG 25.82 / UTEX 2576) OX=103690	Ferredoxin-1 	1:Experimental evidence at protein level	26.26	1	0.999	3	3	3	41	41	41	2102485944	2102485944	2102485944	10K(304.2071), 11K(304.2071), 16K(304.2071), 4C(57.0214), 5K(304.2071), 7C(57.0214), N-term(304.2071)	NA	NA	44000691.3594	52297913.3047	15806261.582	5040718.8223	1504635.5293	785506.042	418934.3142	662283.3838	277908.3096	314171.6162	221265.8945	232977.0508	148099.531	84881.7319	184430.554	227967	209670.0232	285584.2275
sp|P0A3D9|FLAV_NOSS1	P0A3D9	FLAV_NOSS1	isiB	170	Nostoc sp. (strain PCC 7120 / SAG 25.82 / UTEX 2576) OX=103690	Flavodoxin 	1:Experimental evidence at protein level	53.53	1	0.999	8	8	8	141	141	141	3225563008	3225563008	3225563008	11K(304.2071), 12K(304.2071), 16K(304.2071), 1K(304.2071), 20K(304.2071), 27K(304.2071), 7K(304.2071), N-term(304.2071)	NA	NA	522052712.6738	1437039570.1914	469436621.6211	118594803.5928	27009534.6484	11012571.9185	4373308.1543	6835958.4143	1190205.575	1328310.1372	757672.8564	776676.7031	734410.2336	754265.8372	876138.6709	1111527.4536	870521.9478	906117.103
sp|P0A3S5|NU3C_NOSS1	P0A3S5	NU3C_NOSS1	ndhC	120	Nostoc sp. (strain PCC 7120 / SAG 25.82 / UTEX 2576) OX=103690	"NAD(P)H-quinone oxidoreductase subunit 3 "	3:Protein inferred from homology	9.17	1	0.999	1	1	1	5	5	5	128154101	128154101	128154101	N-term(304.2071)	NA	NA	140080.917	759300.8203	4838113.8398	6086685.0469	4490313.5469	3594118.4766	2065255.6973000001	5201302.1191	1209731.7441	1266172.2588	786245.6694	794427.6348	798738.6328	805050.585	961990.498	953086.3906	807915.4619	892028.7236
sp|P0A3X7|CYC6_NOSS1	P0A3X7	CYC6_NOSS1	cytA	111	Nostoc sp. (strain PCC 7120 / SAG 25.82 / UTEX 2576) OX=103690	Cytochrome c6 	1:Experimental evidence at protein level	42.34	1	0.999	4	3	4	16	11	16	43896202	29040704	43896202	16K(304.2071), 17K(304.2071), 2K(304.2071), 3M(15.9949), 7K(304.2071), N-term(304.2071)	NA	NA	11388237.375	6937029.4062	3232441.3398	1852046.0176	740666.1338	481134.5146	243107.853	392423.8086	160581.416	180615.4336	117518.8086	114777.4897	105950.6899	73090.0181	107477.7383	124246.4075	99819.6655	136993.8477
sp|P0A410|PSAC_NOSS1	P0A410	PSAC_NOSS1	psaC	81	Nostoc sp. (strain PCC 7120 / SAG 25.82 / UTEX 2576) OX=103690	Photosystem I iron-sulfur center 	1:Experimental evidence at protein level	65.43	1	0.999	7	7	7	34	34	34	1574926476	1574926476	1574926476	11C(57.0214), 1C(57.0214), 2C(57.0214), 4C(57.0214), 5C(57.0214), 6C(57.0214), 7C(57.0214), 8C(57.0214), 8K(304.2071), N-term(304.2071)	NA	NA	1812447.2031	2456432.6733	3041493.6704	1937441.7915	1631640.3176	1843440.178	3142677.2039	17167774.9478	4420857.6216	4003509.5681	2360726.7498	2694142.1846	3154274.936	3132944.6426	4439764.6177	5682019.4243	5102330.0149	5559494.2759
sp|P0A457|T2A1_NOSS1	P0A457	T2A1_NOSS1	avaIR	315	Nostoc sp. (strain PCC 7120 / SAG 25.82 / UTEX 2576) OX=103690	Type II restriction enzyme AvaI 	4:Protein predicted	15.87	1	0.999	5	5	5	6	6	6	17441678	17441678	17441678	14K(304.2071), 8M(15.9949), N-term(304.2071)	NA	NA	110849.748	438848.1816	2565418	1990404.1875	551333.3398	346565.1489	147143.2881	207691.2119	114771.0269	134380.3125	100609.4883	91549.5137	79072.6143	52601.6699	72760.8037	77843.5791	78097.4668	76123.7207
sp|P0A4B7|RS21A_NOSS1	P0A4B7	RS21A_NOSS1	rpsU1	62	Nostoc sp. (strain PCC 7120 / SAG 25.82 / UTEX 2576) OX=103690	30S ribosomal protein S21 A 	3:Protein inferred from homology	53.23	1	0.999	4	4	4	12	12	12	141116168	141116168	141116168	7M(15.9949), 8K(304.2071), 9K(304.2071), N-term(304.2071)	NA	NA	299536.2358	971699.5503	1785192.1221	1244198.4092	593266.4033	436461.7017	261624.4736	437319.7322	198669.2539	213049.6235	159365.4814	162634.605	276031.1885	823395.6797	3511847.5938	16765747.2812	5166419.3281	3615861.9688
sp|P0A4K0|SSB1_NOSS1	P0A4K0	SSB1_NOSS1	ssb1	119	Nostoc sp. (strain PCC 7120 / SAG 25.82 / UTEX 2576) OX=103690	Single-stranded DNA-binding protein 1 	3:Protein inferred from homology	74.79	1	0.999	14	14	14	25	25	25	70369460	70369460	70369460	10K(304.2071), 11K(304.2071), 16K(304.2071), 1K(304.2071), 7K(304.2071), 8K(304.2071), N-term(304.2071), N-term(42.0106)	NA	NA	772713.1367	8622300.7734	29424021.4961	14423954.0703	5977146.0352	9096345.3828	4410090.79	4738499.5391	2113142.7886	1000464.1445	519440.3809	414917.5208	505960.4893	435661.2288	542499.3157	708087.0759	3584914.5828	1415251.7368
sp|P0A4L1|THIO1_NOSS1	P0A4L1	THIO1_NOSS1	trxM1	107	Nostoc sp. (strain PCC 7120 / SAG 25.82 / UTEX 2576) OX=103690	Thioredoxin 1 	3:Protein inferred from homology	67.29	1	0.999	6	6	6	67	67	67	1050973168	1050973168	1050973168	10K(304.2071), 12K(304.2071), 16K(304.2071), 1M(15.9949), 3M(15.9949), 6M(15.9949), 9K(304.2071), N-term(304.2071), N-term(42.0106)	NA	NA	111537833.4238	81729803.8633	32833842.8867	14579882.9062	5250769.6426	3432316.0869	1709640.5962	3221921.1533	1186952.459	1309883.49	785778.7498	804604.0017	834542.6055	388492.5104	749777.8704	851254.2219	790957.7188	1276164.6653
sp|P0A4U6|NTCA_NOSS1	P0A4U6	NTCA_NOSS1	ntcA	223	Nostoc sp. (strain PCC 7120 / SAG 25.82 / UTEX 2576) OX=103690	Global nitrogen regulator 	1:Experimental evidence at protein level	33.18	1	0.999	6	6	6	11	11	11	42115576	42115576	42115576	15K(304.2071), 2M(15.9949), 7M(15.9949), 9M(15.9949), N-term(304.2071)	NA	NA	197442.6392	3287492.9766	5951341.8438	2433515.3125	989484.707	449198.0156	152006.2095	232047.9609	71077.8413	84469.6309	65070.6082	72888.7383	81126.3066	79195.3411	138867.6616	178901.6465	192869.9424	210808.4109
sp|P12404|ATP6_NOSS1	P12404	ATP6_NOSS1	atpI	251	Nostoc sp. (strain PCC 7120 / SAG 25.82 / UTEX 2576) OX=103690	ATP synthase subunit a 	3:Protein inferred from homology	11.55	1	0.999	2	2	2	2	2	2	9771746	9771746	9771746	10K(304.2071), 15M(15.9949), 19K(304.2071), N-term(304.2071)	NA	NA	83114.2007	371755.6797	1460608.7656	1024527.1953	360210.1309	181860.9043	60082.3545	65065.8955	30851.5806	36698.7761	39629.8516	33307.8735	37510.4429	46467.0474	68690.4604	85559.4639	76646.6963	71353.6948
sp|P12405|ATPA_NOSS1	P12405	ATPA_NOSS1	atpA	506	Nostoc sp. (strain PCC 7120 / SAG 25.82 / UTEX 2576) OX=103690	ATP synthase subunit alpha 	3:Protein inferred from homology	55.73	1	0.999	26	25	26	522	500	522	8373339904	8373339904	8373339904	11K(304.2071), 12K(304.2071), 13K(304.2071), 14K(304.2071), 16M(15.9949), 17M(15.9949), 23K(304.2071), 25K(304.2071), 2K(304.2071), 2M(15.9949), 5K(304.2071), 6C(57.0214), 6M(15.9949), 7K(304.2071), 7M(15.9949), 8K(304.2071), 9K(304.2071), N-term(304.2071)	NA	NA	18061036.8743	203641403.4902	755697923.9565	480418948.0454	181635770.2671	213109073.7949	511956420.4102	4769185878.7976	776032521.8188	443198686.6704	180005103.396	175807584.371	161659679.7974	154226171.5513	221727444.8643	250844188.0386	161246354.811	177343704.0679
sp|P12406|ATPD_NOSS1	P12406	ATPD_NOSS1	atpD	183	Nostoc sp. (strain PCC 7120 / SAG 25.82 / UTEX 2576) OX=103690	ATP synthase subunit delta 	3:Protein inferred from homology	58.47	1	0.999	9	9	9	30	30	30	354611192	354611192	354611192	12K(304.2071), 13K(304.2071), 14K(304.2071), 19K(304.2071), 7K(304.2071), 9K(304.2071), N-term(304.2071)	NA	NA	1604544.9536	8549559.5938	12782042.5703	4193714.0957	1484427.6035	1250601.1206	751845.2622	10334507.9375	2504500.7827	2595414.3455	1804318.5217	1770272.1016	1864439.6787	1947170.9302	1913596.8999	1744266.6982	1459010.9922	1318355.4622
sp|P12407|ATPF_NOSS1	P12407	ATPF_NOSS1	atpF	187	Nostoc sp. (strain PCC 7120 / SAG 25.82 / UTEX 2576) OX=103690	ATP synthase subunit b 	3:Protein inferred from homology	47.59	1	0.999	8	8	8	27	27	27	264410996	264410996	264410996	15K(304.2071), 8K(304.2071), 9K(304.2071), N-term(304.2071)	NA	NA	697832.2493	7271006.6914	25747306.9395	15731574.0371	4325493.6895	1922121.0879	617980.5947	1617813.4316	605841.9175	746627.2942	628960.3643	635733.6113	742120.9816	859379.4539	1123641.6638	1412791.3896	1219954.7515	1249650.5574
sp|P12408|ATPG_NOSS1	P12408	ATPG_NOSS1	atpC	315	Nostoc sp. (strain PCC 7120 / SAG 25.82 / UTEX 2576) OX=103690	ATP synthase gamma chain 	3:Protein inferred from homology	70.48	1	0.999	21	21	21	153	153	153	2869515936	2869515936	2869515936	10K(304.2071), 12K(304.2071), 13K(304.2071), 16K(304.2071), 1K(304.2071), 1M(15.9949), 22K(304.2071), 23K(304.2071), 3C(57.0214), 4M(15.9949), 6M(15.9949), 8K(304.2071), N-term(304.2071)	NA	NA	6223559.4658	23697736.3271	51881108.5547	67222568.3262	63051173.3193	44771763.5483	57163353.4661	828716027.7402	93876677.2827	63284187.1521	31576429.9258	30042937.8669	26727512.865	24722464.2754	28729562.7986	27356114.6169	21731169.6687	20189784.0907
sp|P12410|ATPF2_NOSS1	P12410	ATPF2_NOSS1	atpG	163	Nostoc sp. (strain PCC 7120 / SAG 25.82 / UTEX 2576) OX=103690	ATP synthase subunit b' 	3:Protein inferred from homology	25.15	1	0.999	4	4	4	17	17	17	356530684	94675312	94675312	11K(304.2071), 8K(304.2071), N-term(304.2071)	NA	NA	635171.251	5690509.5938	10221025.5	6376803.3516	2116086.2812	1581849.7148	623629.9731	1102174.7617	495127.40870000003	536812.7791	551613.8208	579151.2544	833821.8306	938592.6484	1091598.0703	1352824.0913	1176395.9902	1053847.8643
sp|P12623|NIFS_NOSS1	P12623	NIFS_NOSS1	nifS	400	Nostoc sp. (strain PCC 7120 / SAG 25.82 / UTEX 2576) OX=103690	Cysteine desulfurase 	3:Protein inferred from homology	11.25	1	0.999	4	4	4	4	4	4	185324403	183174704	183174704	12K(304.2071), 13K(304.2071), 5M(15.9949), N-term(304.2071)	NA	NA	46750.5181	428058.1641	1290062.4297	1016815.9453	388894.9883	199529.0879	84210.5674	147496.3545	39624.4126	46589.2285	19690.7986	25614.0703	25506.9194	15115.6174	28024.4265	27694.9355	38113.5669	41379.0718
sp|P13907|PSBO_NOSS1	P13907	PSBO_NOSS1	psbO	273	Nostoc sp. (strain PCC 7120 / SAG 25.82 / UTEX 2576) OX=103690	Photosystem II manganese-stabilizing polypeptide 	3:Protein inferred from homology	82.05	1	0.999	23	23	23	260	260	260	3752009856	3752009856	3752009856	10K(304.2071), 12K(304.2071), 13K(304.2071), 1C(57.0214), 1C(57.0214), 24K(304.2071), 25K(304.2071), 28K(304.2071), 3C(57.0214), 6K(304.2071), 7K(304.2071), 8K(304.2071), 9K(304.2071), N-term(304.2071)	NA	NA	68652235.7969	1129165760.0664	1880376432.2578	600717848.624	170075092.0142	75137684.6633	26306546.0144	35289142.9795	10831717.4602	10522732.833	7482173.6165	7478539.2443	7311030.825	6222931.6709	9770412.6707	13213683.5172	12451119.5752	15688264.8186
sp|P18501|HESB_NOSS1	P18501	HESB_NOSS1	hesB	123	Nostoc sp. (strain PCC 7120 / SAG 25.82 / UTEX 2576) OX=103690	Protein HesB 	3:Protein inferred from homology	22.76	1	0.999	3	3	3	3	3	3	11587222	11587222	11587222	10C(57.0214), 12C(57.0214), 14K(304.2071), 7K(304.2071), N-term(304.2071)	NA	NA	1669944.25	4003953.8125	2328953.5	1138533.875	529616.1406	323042.6641	159262.9883	191232.7422	106756.3867	117587.6094	75535.1133	111930.543	80401.8418	51086.8848	76000.6875	88392.9375	81216.1328	129738.6914
sp|P20093|PSBB_NOSS1	P20093	PSBB_NOSS1	psbB	509	Nostoc sp. (strain PCC 7120 / SAG 25.82 / UTEX 2576) OX=103690	Photosystem II CP47 reaction center protein 	3:Protein inferred from homology	26.13	1	0.999	12	12	12	116	116	116	921259776	921259776	921259776	10K(304.2071), 13K(304.2071), 15K(304.2071), 3M(15.9949), 9K(304.2071), 9M(15.9949), N-term(304.2071)	NA	NA	1746105.7332	6814721.2266	26847038.9065	51100757.2021	26024456.9062	81850146.6064	101388428.519	154527554.8721	45218606.7686	31396157.3179	16556262.2456	12258677.0945	10298020.1531	7825419.8489	9549425.8671	11767842.3044	9486586.4409	13187741.1641
sp|P20628|NIFU_NOSS1	P20628	NIFU_NOSS1	nifU	300	Nostoc sp. (strain PCC 7120 / SAG 25.82 / UTEX 2576) OX=103690	Nitrogen fixation protein NifU 	3:Protein inferred from homology	5.67	1	0.999	2	2	2	2	2	2	2659904	2659904	2659904	8K(304.2071), 9K(304.2071), N-term(304.2071)	NA	NA	46463.7734	495289.5625	1070561.25	706319.375	247222.8906	133993.3281	39311.6992	60965.9102	17839.3887	13478.0166	25114.6367	12294.3555	14680.6543	11420.0273	17020.4941	13979.7188	17610.5039	16384.8906
