Protein	Protein ID	Entry Name	Gene	Length	Organism	Protein Description	Protein Existence	Coverage	Protein Probability	Top Peptide Probability	Total Peptides	Unique Peptides	Razor Peptides	Total Spectral Count	Unique Spectral Count	Razor Spectral Count	Total Intensity	Unique Intensity	Razor Intensity	Razor Assigned Modifications	Razor Observed Modifications	Indistinguishable Proteins	channel_126	channel_127N	channel_127C	channel_128N	channel_128C	channel_129N	channel_129C	channel_130N	channel_130C	channel_131N	channel_131C	channel_132N	channel_132C	channel_133N	channel_133C	channel_134N	channel_134C	channel_135N
sp|P05514|DBH_NOSS1	P05514	DBH_NOSS1	hanA	94	Nostoc sp. (strain PCC 7120 / SAG 25.82 / UTEX 2576) OX=103690	DNA-binding protein HU 	1:Experimental evidence at protein level	39.36	1	0.999	4	4	4	28	28	28	1289788480	1289788480	1289788480	10K(304.2071), 1M(15.9949), 8K(304.2071), N-term(304.2071)	NA	NA	28807935.1499	247010571.8633	110639960.4902	51629988.627	13575430.9067	7091707.8469	4203133.2538	1731358.978	904766.9658	618358.397	325478.8215	388883.1003	198509.7585	341937.1096	219557.0476	448054.9492	433006.7505	588454.0046
sp|P06514|RBS_NOSS1	P06514	RBS_NOSS1	rbcS	109	Nostoc sp. (strain PCC 7120 / SAG 25.82 / UTEX 2576) OX=103690	Ribulose bisphosphate carboxylase small subunit 	1:Experimental evidence at protein level	60.55	1	0.999	7	7	7	56	56	56	4690809856	4690809856	4690809856	11K(304.2071), 17K(304.2071), 18K(304.2071), 2C(57.0214), 7K(304.2071), 8K(304.2071), 9C(57.0214), N-term(304.2071)	NA	NA	15612352.2925	116254834.0879	144419501.2871	163988926.8574	182907299.8984	245039045.5586	315908286.3008	307217612.7832	312298271.5898	187662110.0703	37029029.2671	19117157.678	13280594.7981	10137840.6455	9639398.4067	11557113.5747	10053828.6235	12674878.9321
sp|P06540|ATPB_NOSS1	P06540	ATPB_NOSS1	atpB	482	Nostoc sp. (strain PCC 7120 / SAG 25.82 / UTEX 2576) OX=103690	ATP synthase subunit beta 	3:Protein inferred from homology	69.92	1	0.999	23	23	23	332	332	332	7853060352	7853060352	7853060352	11K(304.2071), 11M(15.9949), 15M(15.9949), 16K(304.2071), 17K(304.2071), 18K(304.2071), 1M(15.9949), 24K(304.2071), 26K(304.2071), 4M(15.9949), 5K(304.2071), 5M(15.9949), 7K(304.2071), 8M(15.9949), 9M(15.9949), N-term(304.2071)	NA	NA	19774974.5494	351553650.6597	459851635.2363	248997787.7705	137455428.7915	228140972.9341	394828139.2866	1779936868.0754	1253962763.8403	457375521.3796	243059748.8174	217587572.3149	167537971.4028	137750838.2854	142896432.5989	143646403.9512	104276157.8301	78053323.3494
sp|P06542|ATPE_NOSS1	P06542	ATPE_NOSS1	atpE	137	Nostoc sp. (strain PCC 7120 / SAG 25.82 / UTEX 2576) OX=103690	ATP synthase epsilon chain 	3:Protein inferred from homology	62.04	1	0.999	6	6	6	44	44	44	1759788960	1759788960	1759788960	11K(304.2071), 9K(304.2071), N-term(304.2071)	NA	NA	3183193.2262	12711984.4502	8444441.5796	8516451.25	12642698.709	13019347.4473	8637361.1196	47936442.1143	33060454.1724	10078267.2334	5390400.9629	4538504.9438	4815921.0317	3724425.8453	4057505.8921	4324153.8105	3687655.4551	2560503.0321
sp|P07120|PHCB_NOSS1	P07120	PHCB_NOSS1	cpcB	173	Nostoc sp. (strain PCC 7120 / SAG 25.82 / UTEX 2576) OX=103690	C-phycocyanin beta subunit 	1:Experimental evidence at protein level	83.24	1	0.999	17	17	17	1071	1071	1071	30994408960	30994408960	30994408960	15K(304.2071), 17K(304.2071), 18C(57.0214), 19K(304.2071), 1C(57.0214), 1M(15.9949), 21K(304.2071), 25K(304.2071), 2K(304.2071), 2M(15.9949), 32K(304.2071), 7K(304.2071), 8K(304.2071), N-term(304.2071), N-term(42.0106)	NA	NA	64251344.6841	1908403336.8188	2614790963.6682	3438566699.4019	4981946023.4722	8056163103.0879	17428193466.8247	8512051488.2261	1894155408.8235	472396217.5546	175338373.0515	123916819.498	93863301.7709	75779480.5991	71654872.4824	87662270.3378	67749238.5995	64983113.4231
sp|P07121|PHCA_NOSS1	P07121	PHCA_NOSS1	cpcA	163	Nostoc sp. (strain PCC 7120 / SAG 25.82 / UTEX 2576) OX=103690	C-phycocyanin alpha subunit 	1:Experimental evidence at protein level	65.64	1	0.999	10	10	10	387	387	387	28240236032	28240236032	28240236032	12K(304.2071), 1M(15.9949), 2K(304.2071), 3K(304.2071), N-term(304.2071)	NA	NA	33285517.1028	891502370.1372	855281272.7881	1205181369.6338	1386987528.2866	2371691648.0513	4289805560.6118	2048158293.5171	573139482.0012	152840137.0608	57498893.8715	39549512.3386	30940918.2393	22409373.0505	27665775.9663	22956482.9143	20780850.3176	19860159.027
sp|P07123|PYR1_NOSS1	P07123	PYR1_NOSS1	cpcC	286	Nostoc sp. (strain PCC 7120 / SAG 25.82 / UTEX 2576) OX=103690	Phycobilisome 32.1 kDa linker polypeptide, phycocyanin-associated, rod 	1:Experimental evidence at protein level	68.18	1	0.999	25	23	25	327	309	327	13052027904	13052027904	13052027904	11K(304.2071), 18K(304.2071), 1K(304.2071), 7K(304.2071), 8K(304.2071), 9K(304.2071), N-term(304.2071)	NA	NA	11996339.621	98293987.4797	213268648.3201	406612868.2749	825477564.6987	1767234918.4819	2912377374.8501	1666701130.2412	886535538.009	227467489.9502	109078528.6414	101146939.5938	124317478.152	117324279.4524	160432110.2073	238130979.012	259988714.947	216778248.7559
sp|P07124|PYS1_NOSS1	P07124	PYS1_NOSS1	cpcD	80	Nostoc sp. (strain PCC 7120 / SAG 25.82 / UTEX 2576) OX=103690	Phycobilisome 8.9 kDa linker polypeptide, phycocyanin-associated, rod 	1:Experimental evidence at protein level	83.75	1	0.999	8	8	8	94	94	94	5585128768	5585128768	5585128768	1M(15.9949), 7K(304.2071), 9K(304.2071), N-term(304.2071), N-term(42.0106)	NA	NA	9850940.8735	66752128.6855	83914383.3701	136303807.6514	128693910.1533	117513107.5615	169581694.374	78197641.1885	12894995.8774	4814958.4669	1781183.114	1335071.4259	1198378.6411	632985.1484	901196.6609	942304.9792	1428470.8848000001	1454246.3958
sp|P07125|CPCE_NOSS1	P07125	CPCE_NOSS1	cpcE	276	Nostoc sp. (strain PCC 7120 / SAG 25.82 / UTEX 2576) OX=103690	Phycocyanobilin lyase subunit alpha 	1:Experimental evidence at protein level	13.04	1	0.999	4	3	4	5	4	5	34389416	6913186	34389416	11K(304.2071), 3C(57.0214), 8K(304.2071), 9M(15.9949), N-term(304.2071)	NA	NA	35122.0991	935453.2109	1668422	818746.7344	259821.1094	138484.5254	115937.3555	92813.1865	52597.0112	62967.0195	50731.0518	39701.6941	41630.8567	43325.4272	32472.5198	26999.4631	28672.446	35765.6338
sp|P0A384|CYB6_NOSS1	P0A384	CYB6_NOSS1	petB	215	Nostoc sp. (strain PCC 7120 / SAG 25.82 / UTEX 2576) OX=103690	Cytochrome b6 	1:Experimental evidence at protein level	20	1	0.999	4	4	4	12	12	12	880960282	880960282	880960282	13K(304.2071), 8K(304.2071), N-term(304.2071)	NA	NA	477921.0439	1878552.6602	2925668.8789	8336980.4102	8993698.9766	10185882.3359	14870607.123	4351533.9482	1356789.6758	818372.9854	313283.2002	280689.5352	178026.481	147680.2275	144085.7153	164584.9438	169094.7139	210179.4365
sp|P0A3C7|FER1_NOSS1	P0A3C7	FER1_NOSS1	petF	99	Nostoc sp. (strain PCC 7120 / SAG 25.82 / UTEX 2576) OX=103690	Ferredoxin-1 	1:Experimental evidence at protein level	48.48	1	0.999	3	3	3	32	32	32	2433235640	2433235640	2433235640	10K(304.2071), 11K(304.2071), 26C(57.0214), 4C(57.0214), 7C(57.0214), N-term(304.2071)	NA	NA	47857324.8867	112770868.0781	33281272.2695	10895192.4316	2919939.1826	1396119.6401	1278266.2363	515824.9346	482181.9602	380308.3145	218573.2742	747847.928	259236.7134	180063.2637	56475.5796	146284.8247	484571.1106	359762.3384
sp|P0A3D9|FLAV_NOSS1	P0A3D9	FLAV_NOSS1	isiB	170	Nostoc sp. (strain PCC 7120 / SAG 25.82 / UTEX 2576) OX=103690	Flavodoxin 	1:Experimental evidence at protein level	53.53	1	0.999	8	8	8	169	169	169	8109916928	8109916928	8109916928	11K(304.2071), 12K(304.2071), 16K(304.2071), 1K(304.2071), 20K(304.2071), 27K(304.2071), 7K(304.2071), N-term(304.2071)	NA	NA	1409112413.7422	7408828999.6108	2743526904.5493	907816458.666	233226572.2061	73966117.5012	31658088.6833	23451593.29	12786224.2563	7129316.6191	2392444.8306	3735802.5027	3301826.2256	2923987.6853	2737485.7798	2975933.9338	3077009.2012	2522613.755
sp|P0A3S5|NU3C_NOSS1	P0A3S5	NU3C_NOSS1	ndhC	120	Nostoc sp. (strain PCC 7120 / SAG 25.82 / UTEX 2576) OX=103690	"NAD(P)H-quinone oxidoreductase subunit 3 "	3:Protein inferred from homology	9.17	1	0.999	1	1	1	5	5	5	82400886	82400886	82400886	N-term(304.2071)	NA	NA	32869.9141	61742.2578	225722.2031	407991.3379	492148.332	600720.8027	876910.7676	568181.0391	294412.8145	348164.5781	108844.6992	108916.0156	81837.8379	104398.123	90896.707	109871.4297	120680.4404	121258.0635
sp|P0A3X7|CYC6_NOSS1	P0A3X7	CYC6_NOSS1	cytA	111	Nostoc sp. (strain PCC 7120 / SAG 25.82 / UTEX 2576) OX=103690	Cytochrome c6 	1:Experimental evidence at protein level	42.34	1	0.999	4	3	4	15	9	15	130047682	112333022	130047682	16K(304.2071), 17K(304.2071), 2K(304.2071), 3M(15.9949), 7K(304.2071), N-term(304.2071)	NA	NA	8261359.7031	16771347.0625	6155002.7266	4344263.2539	1935264.7852	934966.0566	671919.0977	399896.6465	280572.0869	294787.5874	147818.4346	144780.4404	138874.7104	78936.5613	117898.53	288412.8352	262738.7161	176950.6328
sp|P0A410|PSAC_NOSS1	P0A410	PSAC_NOSS1	psaC	81	Nostoc sp. (strain PCC 7120 / SAG 25.82 / UTEX 2576) OX=103690	Photosystem I iron-sulfur center 	1:Experimental evidence at protein level	65.43	1	0.999	7	7	7	37	37	37	2976427680	2976427680	2976427680	11C(57.0214), 1C(57.0214), 2C(57.0214), 4C(57.0214), 5C(57.0214), 6C(57.0214), 7C(57.0214), 8C(57.0214), 8K(304.2071), N-term(304.2071)	NA	NA	3658898.5764	9802815.8838	10538816.688	8208517.29	5438930.9995	4487285.8384	26673568.8711	49774458.0264	31398851.8164	18804064.127	12986996.198	14726942.8335	12093539.8066	13315362.4431	18168476.6521	25349065.7061	24977099.3442	23908682.7375
sp|P0A457|T2A1_NOSS1	P0A457	T2A1_NOSS1	avaIR	315	Nostoc sp. (strain PCC 7120 / SAG 25.82 / UTEX 2576) OX=103690	Type II restriction enzyme AvaI 	4:Protein predicted	22.22	1	0.999	6	6	6	8	8	8	13370015	13370015	13370015	13M(15.9949), 14K(304.2071), 15K(304.2071), 8M(15.9949), N-term(304.2071)	NA	NA	90587.7148	426226.6836	2058123.8672	3320340.8125	1565825.7188	642953.3047	339744.918	208632.6465	108622.0317	195409.9673	51959.1919	73749.3594	53824.261	39090.1079	40400.1328	39629.4346	34187.6865	57029.4043
sp|P0A4B7|RS21A_NOSS1	P0A4B7	RS21A_NOSS1	rpsU1	62	Nostoc sp. (strain PCC 7120 / SAG 25.82 / UTEX 2576) OX=103690	30S ribosomal protein S21 A 	3:Protein inferred from homology	51.61	1	0.999	3	3	3	16	16	16	354554726	354554726	354554726	7M(15.9949), 8K(304.2071), N-term(304.2071)	NA	NA	350450.7439	1165889.4521	1109100.1191	1028863.71	663112.9033	617782.3931	710538.1846	393673.9995	304963.7451	476041.0693	153127.4868	260378.99	245228.3052	1108016.1719	1418715.5889	23611561.875	19715917.8906	7939891.7734
sp|P0A4K0|SSB1_NOSS1	P0A4K0	SSB1_NOSS1	ssb1	119	Nostoc sp. (strain PCC 7120 / SAG 25.82 / UTEX 2576) OX=103690	Single-stranded DNA-binding protein 1 	3:Protein inferred from homology	68.91	1	0.999	13	13	13	26	26	26	121415134	121415134	121415134	10K(304.2071), 16K(304.2071), 1K(304.2071), 7K(304.2071), 8K(304.2071), N-term(304.2071)	NA	NA	472583.4729	4933103.9277	20081132.5029	18512705.5273	10344876.6826	4833065.7334	2749695.2539	1512695.2861	1545267.8228	894065.0146	433697.7949	442717.4927	488208.8452	346550.0623	402760.7327	421104.6682	1986644.6438	891072.9905
sp|P0A4L1|THIO1_NOSS1	P0A4L1	THIO1_NOSS1	trxM1	107	Nostoc sp. (strain PCC 7120 / SAG 25.82 / UTEX 2576) OX=103690	Thioredoxin 1 	3:Protein inferred from homology	67.29	1	0.999	6	6	6	61	61	61	999564144	999564144	999564144	10K(304.2071), 12K(304.2071), 16K(304.2071), 1M(15.9949), 3M(15.9949), 6M(15.9949), 9K(304.2071), N-term(304.2071), N-term(42.0106)	NA	NA	155776039.582	271822110.4551	83424236.6104	37470305.8223	11104405.6553	5522649.2739	3310144.1616	2184973.1447	1112675.8096	898128.1228	308144.4392	500165.8835	328302.8179	223906.5901	247332.0759	505740.3391	570476.0605	1892895.7422
sp|P0A4U6|NTCA_NOSS1	P0A4U6	NTCA_NOSS1	ntcA	223	Nostoc sp. (strain PCC 7120 / SAG 25.82 / UTEX 2576) OX=103690	Global nitrogen regulator 	1:Experimental evidence at protein level	26.91	1	0.999	5	5	5	5	5	5	31073509	31073509	31073509	15K(304.2071), 2M(15.9949), 5K(304.2071), 7M(15.9949), 9M(15.9949), N-term(304.2071)	NA	NA	46200.5166	891602.0938	1246236.7031	844265.1406	409233.293	218734.042	219646.0684	160638.2427	82104.1143	59443.9751	53483.9241	61235.0193	57554.8975	43183.7671	41395.6504	47691.0754	56742.137	86124.5312
sp|P12404|ATP6_NOSS1	P12404	ATP6_NOSS1	atpI	251	Nostoc sp. (strain PCC 7120 / SAG 25.82 / UTEX 2576) OX=103690	ATP synthase subunit a 	3:Protein inferred from homology	17.13	1	0.999	3	3	3	7	7	7	31874586	31874586	31874586	10K(304.2071), 15M(15.9949), 19K(304.2071), 7K(304.2071), N-term(304.2071)	NA	NA	104936.6289	629849.6992	3127493.1406	4361443.6719	2112801.8281	1166067.3281	579820.127	232566.9639	202521.9053	201160.6777	157006.8496	171312.1377	182942.8672	204026.6621	238465.9414	304304.5684	258341.5049	248215.4189
sp|P12405|ATPA_NOSS1	P12405	ATPA_NOSS1	atpA	506	Nostoc sp. (strain PCC 7120 / SAG 25.82 / UTEX 2576) OX=103690	ATP synthase subunit alpha 	3:Protein inferred from homology	52.77	1	0.999	23	22	23	373	358	373	10122603264	9412211200	10122603264	11K(304.2071), 12K(304.2071), 13K(304.2071), 14K(304.2071), 16M(15.9949), 23K(304.2071), 25K(304.2071), 2K(304.2071), 2M(15.9949), 6C(57.0214), 6M(15.9949), 7K(304.2071), 8K(304.2071), N-term(304.2071)	NA	NA	13238734.5894	114480724.802	373947479.7871	434398427.7861	236200412.502	275707501.6929	354024561.4624	2597707586.5649	1938035481.9468	641000859.7607	357847703.4141	308493410.1074	269665909.4934	249420165.0137	301312659.1855	352555076.217	283438081.2527	210505434.561
sp|P12406|ATPD_NOSS1	P12406	ATPD_NOSS1	atpD	183	Nostoc sp. (strain PCC 7120 / SAG 25.82 / UTEX 2576) OX=103690	ATP synthase subunit delta 	3:Protein inferred from homology	53.01	1	0.999	8	8	8	21	21	21	621676472	621676472	621676472	12K(304.2071), 13K(304.2071), 14K(304.2071), 19K(304.2071), 7K(304.2071), 9K(304.2071), N-term(304.2071)	NA	NA	1092220.0747	22490638.2207	19081926.1367	12670739.4219	3914827.0073	1967302.0898	1486492.3789	3400406.9346	5234911.3857	2796830.5239	2224220.9255	2329316.4812	2521201.0601	2656876.053	2493367.9331	2215752.2324	1900251.2947	1382170.6741
sp|P12407|ATPF_NOSS1	P12407	ATPF_NOSS1	atpF	187	Nostoc sp. (strain PCC 7120 / SAG 25.82 / UTEX 2576) OX=103690	ATP synthase subunit b 	3:Protein inferred from homology	51.34	1	0.999	9	9	9	20	20	20	1130032240	1130032240	1130032240	15K(304.2071), 7K(304.2071), 8K(304.2071), 9K(304.2071), N-term(304.2071)	NA	NA	591446.236	9375640.8184	19106362.9355	22928881.8398	9077474.0098	4594431.0859	2592477.2905	1485883.7263	1449962.8857	1919676.9602	1279752.1875	1482168.6694	1568499.79	1535638.0857	2000133.0054	2035305.9302	2250690.4714	1737407.0107
sp|P12408|ATPG_NOSS1	P12408	ATPG_NOSS1	atpC	315	Nostoc sp. (strain PCC 7120 / SAG 25.82 / UTEX 2576) OX=103690	ATP synthase gamma chain 	3:Protein inferred from homology	56.51	1	0.999	19	19	19	129	129	129	3022903008	3022903008	3022903008	10K(304.2071), 12K(304.2071), 16K(304.2071), 1K(304.2071), 1M(15.9949), 22K(304.2071), 23K(304.2071), 3C(57.0214), 4M(15.9949), 6M(15.9949), 8K(304.2071), N-term(304.2071)	NA	NA	2684267.9524	10812601.0283	20346369.9893	31993570.5347	43859184.9634	41374737.8047	28377274.4531	189976179.0078	135053632.8638	42585933.4719	26015068.9309	24760056.0713	22296556.1096	20344275.3301	22134129.3411	21711216.2781	17485336.7407	11805097.6584
sp|P12410|ATPF2_NOSS1	P12410	ATPF2_NOSS1	atpG	163	Nostoc sp. (strain PCC 7120 / SAG 25.82 / UTEX 2576) OX=103690	ATP synthase subunit b' 	3:Protein inferred from homology	34.36	1	0.999	5	5	5	12	12	12	243667768	215622834	215622834	11K(304.2071), 15K(304.2071), 8K(304.2071), N-term(304.2071)	NA	NA	350927.928	5925521.7578	11010711.957	6283886.0664	3119028.2168	1598662.0811	812230.7656	420943.542	619312.5869	669911.4141	641492.0347	856615.7017	1129686.4297	1292344.9165	1323045.7261	1395111.6616	1367788.917	987611.123
sp|P12623|NIFS_NOSS1	P12623	NIFS_NOSS1	nifS	400	Nostoc sp. (strain PCC 7120 / SAG 25.82 / UTEX 2576) OX=103690	Cysteine desulfurase 	3:Protein inferred from homology	3	1	0.999	1	1	1	1	1	1	     0	     0	     0	N-term(304.2071)	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sp|P13907|PSBO_NOSS1	P13907	PSBO_NOSS1	psbO	273	Nostoc sp. (strain PCC 7120 / SAG 25.82 / UTEX 2576) OX=103690	Photosystem II manganese-stabilizing polypeptide 	3:Protein inferred from homology	76.92	1	0.999	19	19	19	207	207	207	5927501312	5927501312	5927501312	10K(304.2071), 12K(304.2071), 13K(304.2071), 1C(57.0214), 1C(57.0214), 24K(304.2071), 28K(304.2071), 3C(57.0214), 6K(304.2071), 7K(304.2071), 8K(304.2071), 9K(304.2071), N-term(304.2071)	NA	NA	51851504.0256	826429286.89260006	1624787196.4619	888009374.3965	292981007.0586	147639253.4961	81963461.4331	40919988.3077	19529795.7695	14875035.8772	7091760.0558	9401477.932	8762212.0405	8608721.1196	11969382.1968	15384899.8499	16000598.0248	16405005.4485
sp|P18501|HESB_NOSS1	P18501	HESB_NOSS1	hesB	123	Nostoc sp. (strain PCC 7120 / SAG 25.82 / UTEX 2576) OX=103690	Protein HesB 	3:Protein inferred from homology	22.76	1	0.999	3	3	3	3	3	3	6854626	6854626	6854626	10C(57.0214), 12C(57.0214), 14K(304.2071), 7K(304.2071), N-term(304.2071)	NA	NA	121631.7188	651294.75	332596.8438	157088.7344	86605.875	56061.1523	38768.8242	20398.0098	13709.1328	9266.7754	3994.7549	7209.8052	7301.1392	3438.0811	5054.6064	5046.0039	8099.6865	10782.9814
sp|P20093|PSBB_NOSS1	P20093	PSBB_NOSS1	psbB	509	Nostoc sp. (strain PCC 7120 / SAG 25.82 / UTEX 2576) OX=103690	Photosystem II CP47 reaction center protein 	3:Protein inferred from homology	26.33	1	0.999	13	13	13	114	114	114	1981103776	1981103776	1981103776	10K(304.2071), 13K(304.2071), 15K(304.2071), 1K(304.2071), 3M(15.9949), 9K(304.2071), 9M(15.9949), N-term(304.2071)	NA	NA	1919324.1735	7631436.158	13566504.1196	35587901.4795	37772593.8545	51769038.2466	267854774.3279	159073777.4883	57342595.8076	28726418.9653	13093298.2201	11687643.0425	7991277.7256	7293288.05	8231998.5487	10883522.0121	10651616.1754	9845415.9917
