Protein	Protein ID	Entry Name	Gene	Length	Organism	Protein Description	Protein Existence	Coverage	Protein Probability	Top Peptide Probability	Total Peptides	Unique Peptides	Razor Peptides	Total Spectral Count	Unique Spectral Count	Razor Spectral Count	Total Intensity	Unique Intensity	Razor Intensity	Razor Assigned Modifications	Razor Observed Modifications	Indistinguishable Proteins	channel_126	channel_127N	channel_127C	channel_128N	channel_128C	channel_129N	channel_129C	channel_130N	channel_130C	channel_131N	channel_131C	channel_132N	channel_132C	channel_133N	channel_133C	channel_134N	channel_134C	channel_135N
sp|P05514|DBH_NOSS1	P05514	DBH_NOSS1	hanA	94	Nostoc sp. (strain PCC 7120 / SAG 25.82 / UTEX 2576) OX=103690	DNA-binding protein HU 	1:Experimental evidence at protein level	39.36	1	0.999	4	4	4	26	26	26	1363155280	1363155280	1363155280	10K(304.2071), 1M(15.9949), 8K(304.2071), N-term(304.2071)	NA	NA	168738121.6406	277703515.75	90352209.5664	22761129.9395	5324422.127	2643106.5708	1215563.147	925009.666	344867.6567	312861.2822	272241.9666	366564.042	234875.1104	196140.2932	594142.2773	578963.2852	558099.897	1807584.897
sp|P06514|RBS_NOSS1	P06514	RBS_NOSS1	rbcS	109	Nostoc sp. (strain PCC 7120 / SAG 25.82 / UTEX 2576) OX=103690	Ribulose bisphosphate carboxylase small subunit 	1:Experimental evidence at protein level	61.47	1	0.999	7	7	7	61	61	61	4223191360	4223191360	4223191360	11K(304.2071), 18K(304.2071), 2C(57.0214), 7K(304.2071), 8K(304.2071), 9C(57.0214), N-term(304.2071)	NA	NA	23971540.9805	95996779.709	108996142.5762	93929928.7334	91037915.25	107263470.4795	130942189.3057	140132573.6787	92302281.2246	31971182.8865	12947074.5083	7622527.0374	4456056.7501	5426729.1484	6118401.4172	7201230.9263	7546084.4746	28339841.8394
sp|P06540|ATPB_NOSS1	P06540	ATPB_NOSS1	atpB	482	Nostoc sp. (strain PCC 7120 / SAG 25.82 / UTEX 2576) OX=103690	ATP synthase subunit beta 	3:Protein inferred from homology	66.6	1	0.999	25	25	25	410	410	410	7481615488	7481615488	7481615488	11K(304.2071), 11M(15.9949), 15M(15.9949), 16K(304.2071), 17K(304.2071), 18K(304.2071), 1M(15.9949), 22K(304.2071), 24K(304.2071), 26K(304.2071), 29K(304.2071), 3K(304.2071), 4M(15.9949), 5K(304.2071), 5M(15.9949), 7K(304.2071), 8M(15.9949), 9K(304.2071), 9M(15.9949), N-term(304.2071)	NA	NA	49190349.8296	335382964.418	228182710.8774	125316367.9524	194847970.6155	311653330.2861	1677124543.1201	1552251077.8921	430575523.3145	287912390.2473	245615162.6343	191300171.0291	137794147.8965	159336626.2185	155251477.8589	114478438.0308	84827919.2153	96588274.7727
sp|P06542|ATPE_NOSS1	P06542	ATPE_NOSS1	atpE	137	Nostoc sp. (strain PCC 7120 / SAG 25.82 / UTEX 2576) OX=103690	ATP synthase epsilon chain 	3:Protein inferred from homology	34.31	1	0.999	5	5	5	35	35	35	1279006528	1279006528	1279006528	11K(304.2071), 9K(304.2071), N-term(304.2071)	NA	NA	10973919.2456	11751111.4473	8413677.5264	6051869.5986	6441489.9189	4828375.7373	38565471.8008	34612501.1943	8490418.4829	6456741.2195	3848114.1514	3673330.7377	2740500.8907	3377730.8086	3518801.1091	2706295.4651	2286668.3237	3008011.8391
sp|P07120|PHCB_NOSS1	P07120	PHCB_NOSS1	cpcB	173	Nostoc sp. (strain PCC 7120 / SAG 25.82 / UTEX 2576) OX=103690	C-phycocyanin beta subunit 	1:Experimental evidence at protein level	83.82	1	0.999	18	18	18	824	824	824	31454624768	31454624768	31454624768	15K(304.2071), 17K(304.2071), 19K(304.2071), 1C(57.0214), 1M(15.9949), 21K(304.2071), 25K(304.2071), 2K(304.2071), 2M(15.9949), 4K(304.2071), 7K(304.2071), 8K(304.2071), N-term(304.2071), N-term(42.0106)	NA	NA	323161742.1553	3452891985.8726	4101208004.1367	3741055718.5	4705045825.8955	8756274093.5972	5525377764.5791	1961153069.8276	418461472.89	212884092.3059	114413918.131	84572513.9263	54063235.5273	75897652.5134	71977632.2834	53003533.2194	49512871.9402	72522101.2247
sp|P07121|PHCA_NOSS1	P07121	PHCA_NOSS1	cpcA	163	Nostoc sp. (strain PCC 7120 / SAG 25.82 / UTEX 2576) OX=103690	C-phycocyanin alpha subunit 	1:Experimental evidence at protein level	50.31	1	0.999	9	9	9	417	417	417	21204140544	21204140544	21204140544	12K(304.2071), 1M(15.9949), 2K(304.2071), 3K(304.2071), N-term(304.2071)	NA	NA	265991187.3037	2076847254.2471	2097800733.71	2028482485.9717	2414003305.8569	3702595103.9954	2513849337.311	1037959991.3413	264999985.3835	133068001.9028	71281909.7603	54895777.0789	33793879.7388	37443991.7085	39594391.1572	33640198.6361	31499130.559	47305552.1084
sp|P07123|PYR1_NOSS1	P07123	PYR1_NOSS1	cpcC	286	Nostoc sp. (strain PCC 7120 / SAG 25.82 / UTEX 2576) OX=103690	Phycobilisome 32.1 kDa linker polypeptide, phycocyanin-associated, rod 	1:Experimental evidence at protein level	66.78	1	0.999	24	23	24	259	247	259	10455127808	10455127808	10455127808	11K(304.2071), 18K(304.2071), 1K(304.2071), 7K(304.2071), 8K(304.2071), 9K(304.2071), N-term(304.2071)	NA	NA	69834013.8931	385079691.4111	845049267.1406	1174346856.9053	1839064755.5352001	2595019746.1504	1901275747.1182	1558570431.6172	386938906.7573	271944343.6411	222127518.6929	243548747.5422	211701618.5667	352336309.6538	478727221.5425	473025808.3776	506514247.5989	658512640.5146
sp|P07124|PYS1_NOSS1	P07124	PYS1_NOSS1	cpcD	80	Nostoc sp. (strain PCC 7120 / SAG 25.82 / UTEX 2576) OX=103690	Phycobilisome 8.9 kDa linker polypeptide, phycocyanin-associated, rod 	1:Experimental evidence at protein level	76.25	1	0.999	7	7	7	78	78	78	4824693952	4824693952	4824693952	1M(15.9949), 7K(304.2071), N-term(304.2071), N-term(42.0106)	NA	NA	65338823.9336	176360501.877	271860746.0391	216447138.6924	132069908.311	161448453.7786	111646422.3474	25126032.2412	6853684.855	3884234.3386	2383957.4463	2079615.9172	1964392.3359	2004250.2322	2372054.6172	2522324.9128	2774342.7766	5833704.738
sp|P07125|CPCE_NOSS1	P07125	CPCE_NOSS1	cpcE	276	Nostoc sp. (strain PCC 7120 / SAG 25.82 / UTEX 2576) OX=103690	Phycocyanobilin lyase subunit alpha 	1:Experimental evidence at protein level	13.04	1	0.999	4	3	4	6	5	6	26194686	12203937	26194686	11K(304.2071), 3C(57.0214), 8K(304.2071), 9M(15.9949), N-term(304.2071)	NA	NA	575951.1396	6341582.25	4111735.7656	1191441.6445	466369.0195	264241.3887	140954.8628	157099.9346	79310.1738	85321.9058	83249.377	51458.7559	60301.4229	61682	93527.0112	86876.8816	101902.8306	347587.9639
sp|P0A384|CYB6_NOSS1	P0A384	CYB6_NOSS1	petB	215	Nostoc sp. (strain PCC 7120 / SAG 25.82 / UTEX 2576) OX=103690	Cytochrome b6 	1:Experimental evidence at protein level	23.72	1	0.999	5	5	5	14	14	14	413985189	413985189	413985189	13K(304.2071), 1K(304.2071), 8K(304.2071), N-term(304.2071)	NA	NA	468718.5474	1137402.7842	2591678.8516	3440490.6074	2553512.3467	4510125.1953	1325102.6003	613027.3496	274590.0027	175097.3989	148551.5956	120433.5386	171533.9707	103118.8162	123300.8867	114169.7153	124653.7949	273669.7776
sp|P0A3C7|FER1_NOSS1	P0A3C7	FER1_NOSS1	petF	99	Nostoc sp. (strain PCC 7120 / SAG 25.82 / UTEX 2576) OX=103690	Ferredoxin-1 	1:Experimental evidence at protein level	21.21	1	0.999	2	2	2	45	45	45	4143839160	4143839160	4143839160	10K(304.2071), 11K(304.2071), 4C(57.0214), 7C(57.0214), N-term(304.2071)	NA	NA	525261039.7656	460047369.8125	113720328.9219	31930037.2207	5180993.6631	2927649.7598	1008735.9329	1100817.1736	398294.2791	273844.8711	368675.7642	230859.998	193960.6362	139864.7229	309941.8035	193014.188	223783.5186	1061836.8091
sp|P0A3D9|FLAV_NOSS1	P0A3D9	FLAV_NOSS1	isiB	170	Nostoc sp. (strain PCC 7120 / SAG 25.82 / UTEX 2576) OX=103690	Flavodoxin 	1:Experimental evidence at protein level	54.71	1	0.999	10	10	10	168	168	168	7105928960	7105928960	7105928960	11K(304.2071), 12K(304.2071), 14K(304.2071), 16K(304.2071), 1K(304.2071), 20K(304.2071), 27K(304.2071), 2K(304.2071), 3K(304.2071), 7K(304.2071), N-term(304.2071)	NA	NA	2940802735.1826	5079720436.7422	1412613333.377	361646845.6841	80764527.4177	29667837.3704	20833243.9709	14553058.1411	5004298.4745	3463698.1895	2414772.3337	2096732.6333	1761248.7605	1608847.4705	2162800.4631	1624394.0815	1515490.845	3537706.5247
sp|P0A3S5|NU3C_NOSS1	P0A3S5	NU3C_NOSS1	ndhC	120	Nostoc sp. (strain PCC 7120 / SAG 25.82 / UTEX 2576) OX=103690	"NAD(P)H-quinone oxidoreductase subunit 3 "	3:Protein inferred from homology	9.17	1	0.999	1	1	1	7	7	7	132151710	132151710	132151710	N-term(304.2071)	NA	NA	160699.0703	391465.5312	888309.625	711277.875	579029.4453	618652.4531	433977.6094	295004.9961	157364.2988	146900.668	136389.8984	105145.0137	92592.0098	112449.2578	116566.5664	151774.3848	166784.4082	596939.8633
sp|P0A3X7|CYC6_NOSS1	P0A3X7	CYC6_NOSS1	cytA	111	Nostoc sp. (strain PCC 7120 / SAG 25.82 / UTEX 2576) OX=103690	Cytochrome c6 	1:Experimental evidence at protein level	42.34	1	0.999	4	3	4	17	8	17	173660752	139209721	173660752	16K(304.2071), 17K(304.2071), 2K(304.2071), 3M(15.9949), 7K(304.2071), N-term(304.2071)	NA	NA	37070814.125	25326987.4062	10911666.4219	4137193.6016	1395244.5703	929876.0195	556736.6826	660660.3418	472933.8486	370158.7866	329797.0811	236903.1562	250602.7065	195035.0376	405066.8496	251821.4141	240717.8989	521679.0195
sp|P0A410|PSAC_NOSS1	P0A410	PSAC_NOSS1	psaC	81	Nostoc sp. (strain PCC 7120 / SAG 25.82 / UTEX 2576) OX=103690	Photosystem I iron-sulfur center 	1:Experimental evidence at protein level	65.43	1	0.999	7	7	7	36	36	36	2567741856	2567741856	2567741856	11C(57.0214), 1C(57.0214), 1C(57.0214), 2C(57.0214), 4C(57.0214), 5C(57.0214), 6C(57.0214), 7C(57.0214), 8C(57.0214), 8K(304.2071), N-term(304.2071)	NA	NA	4896252.541	13518600.7227	14024524.5508	7692901.2188	4843694.6299	30659111.209	59783569.1445	53935065.7168	24350025.1582	22987632.8804	20032468.2734	16542162.2761	14549140.666	23465315.293	35168826.3945	37401277.5317	40939126.2261	68724948.168
sp|P0A457|T2A1_NOSS1	P0A457	T2A1_NOSS1	avaIR	315	Nostoc sp. (strain PCC 7120 / SAG 25.82 / UTEX 2576) OX=103690	Type II restriction enzyme AvaI 	4:Protein predicted	30.79	1	0.999	8	8	8	9	9	9	21814436	21814436	21814436	10K(304.2071), 13M(15.9949), 14K(304.2071), 8M(15.9949), N-term(304.2071)	NA	NA	325883.084	1671847.8281	4690347.3125	2104356.4844	705077.6406	479075.8594	233553.3184	214905.707	134136.292	114209.915	103456.4136	84545.5186	89919.4268	107348.5093	112133.4106	88398.7637	98339.1162	189108.9014
sp|P0A4B7|RS21A_NOSS1	P0A4B7	RS21A_NOSS1	rpsU1	62	Nostoc sp. (strain PCC 7120 / SAG 25.82 / UTEX 2576) OX=103690	30S ribosomal protein S21 A 	3:Protein inferred from homology	54.84	1	0.999	5	5	5	15	15	15	429829744	429829744	429829744	7M(15.9949), 8K(304.2071), 9K(304.2071), N-term(304.2071)	NA	NA	915070.2793	1632108.9062	1780412.2383	1279101.1094	609450.2715	582987.0635	442636.9756	543152.0518	465573.3613	614917.8896	828210.5747	891212.6455	1506697.7422	5944822.918	21302055.8184	9453729.9844	9095899.8008	9892237.4766
sp|P0A4K0|SSB1_NOSS1	P0A4K0	SSB1_NOSS1	ssb1	119	Nostoc sp. (strain PCC 7120 / SAG 25.82 / UTEX 2576) OX=103690	Single-stranded DNA-binding protein 1 	3:Protein inferred from homology	63.87	1	0.999	10	10	10	19	19	19	209703036	209703036	209703036	10K(304.2071), 1K(304.2071), 7K(304.2071), 8K(304.2071), N-term(304.2071)	NA	NA	1760805.832	29451482.3438	39967073.6797	12715618.5273	4370646.0566	2153937.8955	1732902.998	1471831.2842	889530.9614	664599.4153	540069.3057	371331.9083	386531.4292	424959.8042	600648.1143	504454.0562	826920.1379	1303480.6831
sp|P0A4L1|THIO1_NOSS1	P0A4L1	THIO1_NOSS1	trxM1	107	Nostoc sp. (strain PCC 7120 / SAG 25.82 / UTEX 2576) OX=103690	Thioredoxin 1 	3:Protein inferred from homology	67.29	1	0.999	6	6	6	63	63	63	815928288	815928288	815928288	10K(304.2071), 12K(304.2071), 16K(304.2071), 1M(15.9949), 3M(15.9949), 6M(15.9949), 9K(304.2071), N-term(304.2071), N-term(42.0106)	NA	NA	255813650.8125	169018449.5938	69181266.5293	20656606.1309	6554282.4526	3672686.1187	2075219.698	1579216.6592	1017826.051	909665.3516	1031333.1147	850696.9722	662654.5139	773353.1396	1160426.1072	2090626.1482	4410505.0903	20762302.7129
sp|P0A4U6|NTCA_NOSS1	P0A4U6	NTCA_NOSS1	ntcA	223	Nostoc sp. (strain PCC 7120 / SAG 25.82 / UTEX 2576) OX=103690	Global nitrogen regulator 	1:Experimental evidence at protein level	35.87	1	0.999	7	7	7	13	13	13	18361924	18361924	18361924	2M(15.9949), 6M(15.9949), 7K(304.2071), 7M(15.9949), 9M(15.9949), N-term(304.2071)	NA	NA	536955.6357	3342642.6758	2256564.3633	851108.1367	411210.3496	264481.374	140958.2054	105216.6023	72413.1704	70208.8716	78363.876	64164.2579	70967.7579	70172.5408	95357.4983	109886.1038	111076.8452	379137.0757
sp|P12404|ATP6_NOSS1	P12404	ATP6_NOSS1	atpI	251	Nostoc sp. (strain PCC 7120 / SAG 25.82 / UTEX 2576) OX=103690	ATP synthase subunit a 	3:Protein inferred from homology	17.13	1	0.999	3	3	3	4	4	4	35595194	35595194	35595194	10K(304.2071), 15M(15.9949), 19K(304.2071), 7K(304.2071), N-term(304.2071)	NA	NA	180266.5488	3793578.0625	8140081	3320971.9062	1401399.4375	698001.5547	252153.9609	219440.5781	198120.1621	198771.9043	235902.3691	226347.5488	293863.6953	437715.7988	540179.2148	545446.1328	456745.875	633345.2695
sp|P12405|ATPA_NOSS1	P12405	ATPA_NOSS1	atpA	506	Nostoc sp. (strain PCC 7120 / SAG 25.82 / UTEX 2576) OX=103690	ATP synthase subunit alpha 	3:Protein inferred from homology	54.35	1	0.999	25	24	25	451	430	451	9092404224	9092404224	9092404224	11K(304.2071), 12K(304.2071), 13K(304.2071), 14K(304.2071), 16M(15.9949), 1K(304.2071), 23K(304.2071), 25K(304.2071), 2K(304.2071), 2M(15.9949), 5K(304.2071), 6C(57.0214), 6M(15.9949), 7K(304.2071), 8K(304.2071), 9K(304.2071), N-term(304.2071)	NA	NA	31395863.7485	254210836.7998	425389524.4492	271038217.9985	295800754.8806	406883214.9092	3568499755.3491	3380842455.2075	844174506.8008	565082685.6941	474942311.604	419874437.6021	298358348.2163	457151473.6223	522012887.7971	377801707.1687	317984550.6409	342233213.2722
sp|P12406|ATPD_NOSS1	P12406	ATPD_NOSS1	atpD	183	Nostoc sp. (strain PCC 7120 / SAG 25.82 / UTEX 2576) OX=103690	ATP synthase subunit delta 	3:Protein inferred from homology	73.77	1	0.999	12	12	12	31	31	31	335573368	335573368	335573368	12K(304.2071), 13K(304.2071), 14K(304.2071), 19K(304.2071), 27K(304.2071), 7K(304.2071), 9K(304.2071), N-term(304.2071)	NA	NA	4426909.4897	28358050.9492	17292883.5986	5588632.3025	2212169.1775	1894161.8794	4607222.2151	9499984.0635	4593994.7451	4931901.0781	4646402.3164	4800502.2083	4333696.3223	5182010.3271	5012796.4148	4465012.4805	3592423.8013	4048761.9561
sp|P12407|ATPF_NOSS1	P12407	ATPF_NOSS1	atpF	187	Nostoc sp. (strain PCC 7120 / SAG 25.82 / UTEX 2576) OX=103690	ATP synthase subunit b 	3:Protein inferred from homology	51.34	1	0.999	9	9	9	28	28	28	1064514432	1064514432	1064514432	15K(304.2071), 7K(304.2071), 8K(304.2071), 9K(304.2071), N-term(304.2071)	NA	NA	3390081.6128	42717042.2305	60690036.998	19724794.3906	6779014.9512	3109610.2158	1459500.666	1778508.4014	1551573.6284	2600417.3269	2678927.2458	2476346.0259	2399254.1299	3426286.3101	4461294.783	4228439.4858	4010782.3708	4682851.2866
sp|P12408|ATPG_NOSS1	P12408	ATPG_NOSS1	atpC	315	Nostoc sp. (strain PCC 7120 / SAG 25.82 / UTEX 2576) OX=103690	ATP synthase gamma chain 	3:Protein inferred from homology	64.76	1	0.999	21	21	21	138	138	138	1715761760	1715761760	1715761760	10K(304.2071), 12K(304.2071), 13K(304.2071), 16K(304.2071), 1K(304.2071), 1M(15.9949), 22K(304.2071), 23K(304.2071), 3C(57.0214), 4M(15.9949), 6M(15.9949), 7K(304.2071), 8K(304.2071), N-term(304.2071)	NA	NA	5251336.6389	16615984.8389	26785521.9854	27027734.2646	34338672.1904	26916150.7056	275772863.7896	278492505.6611	63537631.0801	50712964.9956	47011431.9604	41570692.9219	28423263.3713	36207650.4336	36274918.5994	29189227.5837	23369528.1609	23729187.1694
sp|P12410|ATPF2_NOSS1	P12410	ATPF2_NOSS1	atpG	163	Nostoc sp. (strain PCC 7120 / SAG 25.82 / UTEX 2576) OX=103690	ATP synthase subunit b' 	3:Protein inferred from homology	34.36	1	0.999	5	5	5	19	19	19	905819152	539579080	539579080	11K(304.2071), 15K(304.2071), 8K(304.2071), N-term(304.2071)	NA	NA	1130945.5186	9126777.4766	11254984.1641	4928918.0391	2181068.5352	1352545.9648	632145.2422	805049.334	815307.0776	997852.3926	1194779.1455	1142631.249	1146246.7363	1618805.8623	2195373.7656	1776731.5879	1583832.9004	1785167.7246
sp|P12623|NIFS_NOSS1	P12623	NIFS_NOSS1	nifS	400	Nostoc sp. (strain PCC 7120 / SAG 25.82 / UTEX 2576) OX=103690	Cysteine desulfurase 	3:Protein inferred from homology	11.25	1	0.999	4	4	4	5	5	5	16075686	1409711	1409711	10K(304.2071), 12K(304.2071), 14K(304.2071), 9K(304.2071), N-term(304.2071)	NA	NA	44922.0234	390580.4141	567020.4844	284659.8242	140700.6816	69576.2217	34163.2378	26777.136	15147.8328	13138.6365	12441.4434	10512.2192	11510.9473	10749.0239	15477.6172	14485.064	10875.2651	33951.5322
sp|P13907|PSBO_NOSS1	P13907	PSBO_NOSS1	psbO	273	Nostoc sp. (strain PCC 7120 / SAG 25.82 / UTEX 2576) OX=103690	Photosystem II manganese-stabilizing polypeptide 	3:Protein inferred from homology	68.13	1	0.999	19	19	19	255	255	255	7865913344	7865913344	7865913344	10K(304.2071), 12K(304.2071), 13K(304.2071), 1C(57.0214), 1C(57.0214), 24K(304.2071), 3C(57.0214), 6K(304.2071), 7K(304.2071), 8K(304.2071), 9K(304.2071), N-term(304.2071)	NA	NA	232980952.2668	3586697030.8828	3105959658.834	863442713.6152	259463637.2852	133439325.6538	58294990.144	34037910.1885	17649904.6177	13129044.2728	16077493.5646	13468517.9094	11577088.6462	15838069.106	24014276.5742	27802026.952	33171694.4741	49218694.8149
sp|P18501|HESB_NOSS1	P18501	HESB_NOSS1	hesB	123	Nostoc sp. (strain PCC 7120 / SAG 25.82 / UTEX 2576) OX=103690	Protein HesB 	3:Protein inferred from homology	17.07	1	0.999	2	2	2	2	2	2	6433033	6433033	6433033	10C(57.0214), 12C(57.0214), 14K(304.2071), 7K(304.2071), N-term(304.2071)	NA	NA	804955.5625	1106984.9375	480885.7812	161039.0664	75843.2051	52679.6758	38957.957	42666.2666	34215.1167	24044.166	67062.751	38729.2041	21851.0603	13066.751	16758.4922	15312.2705	24698.2227	43422.0962
sp|P20093|PSBB_NOSS1	P20093	PSBB_NOSS1	psbB	509	Nostoc sp. (strain PCC 7120 / SAG 25.82 / UTEX 2576) OX=103690	Photosystem II CP47 reaction center protein 	3:Protein inferred from homology	30.65	1	0.999	16	16	16	135	135	135	2280077632	2280077632	2280077632	10K(304.2071), 13K(304.2071), 15K(304.2071), 1K(304.2071), 21K(304.2071), 22K(304.2071), 3M(15.9949), 9K(304.2071), 9M(15.9949), N-term(304.2071)	NA	NA	10640919.0151	23909630.8262	90943304.8613	119272208.4141	140064910.2407	555199569.4629	305307287.498	158047597.0439	59603185.0103	35627197.6672	24619194.1523	17188324.6687	11394252.5823	17472075.5623	20886019.5371	19316833.1792	21053902.1272	33015946.6348
