Protein	Protein ID	Entry Name	Gene	Length	Organism	Protein Description	Protein Existence	Coverage	Protein Probability	Top Peptide Probability	Total Peptides	Unique Peptides	Razor Peptides	Total Spectral Count	Unique Spectral Count	Razor Spectral Count	Total Intensity	Unique Intensity	Razor Intensity	Razor Assigned Modifications	Razor Observed Modifications	Indistinguishable Proteins	channel_126	channel_127N	channel_127C	channel_128N	channel_128C	channel_129N	channel_129C	channel_130N	channel_130C	channel_131N	channel_131C	channel_132N	channel_132C	channel_133N	channel_133C	channel_134N	channel_134C	channel_135N
sp|P07120|PHCB_NOSS1	P07120	PHCB_NOSS1	cpcB	173	Nostoc sp. (strain PCC 7120 / SAG 25.82 / UTEX 2576) OX=103690	C-phycocyanin beta subunit 	1:Experimental evidence at protein level	87.28	1	0.999	20	20	20	723	723	723	25591997952	25591997952	25591997952	15K(304.2071), 17K(304.2071), 19K(304.2071), 1C(57.0214), 1M(15.9949), 21K(304.2071), 25K(304.2071), 2K(304.2071), 2M(15.9949), 32K(304.2071), 5C(57.0214), 7K(304.2071), 8K(304.2071), N-term(304.2071), N-term(42.0106)	NA	NA	107887806.9303	904444027.2925	2401191150.7676	3426634677.5776	4939324550.3623	7212229680.4248	5997241373.4443	1842013268.3674	527068419.2035	223516343.7422	111977204.811	103204090.2705	49118336.3088	68977545.9419	65624772.7178	58091340.8274	52973736.4192	70396676.1064
sp|P07121|PHCA_NOSS1	P07121	PHCA_NOSS1	cpcA	163	Nostoc sp. (strain PCC 7120 / SAG 25.82 / UTEX 2576) OX=103690	C-phycocyanin alpha subunit 	1:Experimental evidence at protein level	65.03	1	0.999	11	11	11	398	398	398	19996985344	19996985344	19996985344	12K(304.2071), 2K(304.2071), N-term(304.2071)	NA	NA	55922828.2004	491750593.9521	1281050989.7432	1726734986.7227001	2483267964.1689	3435580772.9971	2476998563.6216	857533927.0806	307127737.473	107790993.5981	51041356.6638	38753436.1456	26856165.1426	30646598.7792	32203949.7576	23356812.9241	24818464.1289	37069774.7659
sp|P07123|PYR1_NOSS1	P07123	PYR1_NOSS1	cpcC	286	Nostoc sp. (strain PCC 7120 / SAG 25.82 / UTEX 2576) OX=103690	Phycobilisome 32.1 kDa linker polypeptide, phycocyanin-associated, rod 	1:Experimental evidence at protein level	72.38	1	0.999	30	29	30	308	294	308	8986579968	8986579968	8986579968	11K(304.2071), 18K(304.2071), 1K(304.2071), 7K(304.2071), 8K(304.2071), 9K(304.2071), N-term(304.2071)	NA	NA	22697751.717	115916623.2192	404242453.3076	626991870.5986	1318426581.4072	1941043045.5811	1252298686.6875	806510380.7322	275724034.3428	109515416.0925	67990884.2983	73884228.3335	73229512.1892	137677854.0955	177461686.3398	120097049.0896	154015434.5662	216906261.3309
sp|P07124|PYS1_NOSS1	P07124	PYS1_NOSS1	cpcD	80	Nostoc sp. (strain PCC 7120 / SAG 25.82 / UTEX 2576) OX=103690	Phycobilisome 8.9 kDa linker polypeptide, phycocyanin-associated, rod 	1:Experimental evidence at protein level	80	1	0.999	8	8	8	76	76	76	4352546608	4352546608	4352546608	1M(15.9949), 7K(304.2071), N-term(304.2071), N-term(42.0106)	NA	NA	13762949.0183	53536590.0029	101227261.6055	121212676.6914	94461088.0293	64073969.9521	65201144.9307	16102579.2588	5215653.4436	1987750.7266	1395747.1836	1486503.8335	1146433.5024	1253639.0518	1056944.1748	1774164.3745	5305468.6365	21847613.6082
sp|P07125|CPCE_NOSS1	P07125	CPCE_NOSS1	cpcE	276	Nostoc sp. (strain PCC 7120 / SAG 25.82 / UTEX 2576) OX=103690	Phycocyanobilin lyase subunit alpha 	1:Experimental evidence at protein level	13.04	1	0.999	4	3	4	6	5	6	15455503	6574738	15455503	11K(304.2071), 3C(57.0214), 8K(304.2071), 9M(15.9949), N-term(304.2071)	NA	NA	60564.8926	717421.6875	1385183.75	454917.2188	202657.3516	98381.0303	45709.0908	36339.2134	31808.8315	32502.8096	32454.7783	35161.7866	32314.1016	40409.0498	39228.3447	27094.3501	32321.1035	72622.7578
sp|P0A384|CYB6_NOSS1	P0A384	CYB6_NOSS1	petB	215	Nostoc sp. (strain PCC 7120 / SAG 25.82 / UTEX 2576) OX=103690	Cytochrome b6 	1:Experimental evidence at protein level	20	1	0.999	4	4	4	11	11	11	242372308	242372308	242372308	13K(304.2071), 8K(304.2071), N-term(304.2071)	NA	NA	247164.1133	723454.9189	1006556.7812	1587199.75	1304022.375	1039195.8828	594754.7031	229776.9902	186312.2656	129055.8394	109734.9785	92538.8105	90316.3887	95010.8789	67299.8281	97860.2583	94314.707	175345.9688
sp|P0A3C7|FER1_NOSS1	P0A3C7	FER1_NOSS1	petF	99	Nostoc sp. (strain PCC 7120 / SAG 25.82 / UTEX 2576) OX=103690	Ferredoxin-1 	1:Experimental evidence at protein level	21.21	1	0.999	2	2	2	47	47	47	2042647880	2042647880	2042647880	10K(304.2071), 11K(304.2071), 4C(57.0214), 7C(57.0214), N-term(304.2071)	NA	NA	140239450.1914	208197791.3828	74530005.9883	27412091.2441	7727389.3271	2517363.0583	757952.356	563500.8638	561912.4534	453452.2512	159184.4802	193450.1057	167704.3579	186196.2153	174951.4363	179292.4656	199988.563	666854.7366
sp|P0A3D9|FLAV_NOSS1	P0A3D9	FLAV_NOSS1	isiB	170	Nostoc sp. (strain PCC 7120 / SAG 25.82 / UTEX 2576) OX=103690	Flavodoxin 	1:Experimental evidence at protein level	53.53	1	0.999	9	9	9	171	171	171	6712969280	6712969280	6712969280	11K(304.2071), 12K(304.2071), 16K(304.2071), 1K(304.2071), 20K(304.2071), 27K(304.2071), 7K(304.2071), N-term(304.2071)	NA	NA	2212169241.5317	7362337406.3799	3272804623.6895	1041378829.0703	304948416.6191	88698318.9341	34389161.9207	19987009.6191	9098346.3662	4868032.2871	3220518.5134	3015715.0457	2867821.1917	3120658.3577	2919146.0857	6252314.4167	4320661.3184	5630589.3513
sp|P0A3S5|NU3C_NOSS1	P0A3S5	NU3C_NOSS1	ndhC	120	Nostoc sp. (strain PCC 7120 / SAG 25.82 / UTEX 2576) OX=103690	"NAD(P)H-quinone oxidoreductase subunit 3 "	3:Protein inferred from homology	9.17	1	0.999	1	1	1	7	7	7	70765298	70765298	70765298	N-term(304.2071)	NA	NA	183635.0728	459358.7305	1618009.3789	2147389.8555	2439293.1016	2091736.0938	1489314.4648	1028608.5938	786452.6699	453116.415	357774.9355	338727.9678	239497.5947	350521.3525	299310.5127	379879.6934	312184.9492	731890.3379
sp|P0A3X7|CYC6_NOSS1	P0A3X7	CYC6_NOSS1	cytA	111	Nostoc sp. (strain PCC 7120 / SAG 25.82 / UTEX 2576) OX=103690	Cytochrome c6 	1:Experimental evidence at protein level	42.34	1	0.999	4	3	4	19	11	19	133439326	118841415	133439326	16K(304.2071), 17K(304.2071), 2K(304.2071), 3M(15.9949), 7K(304.2071), N-term(304.2071)	NA	NA	15613219.9688	18934474.0625	12981821.1094	7635892.9297	3603124.4922	2022176.0391	1277815.9844	881610.3496	728055.71	803724.8984	721149.792	629767.8105	459815.8853	433968.3037	447014.0889	572599.0332	576242.7617	812631.3301
sp|P0A410|PSAC_NOSS1	P0A410	PSAC_NOSS1	psaC	81	Nostoc sp. (strain PCC 7120 / SAG 25.82 / UTEX 2576) OX=103690	Photosystem I iron-sulfur center 	1:Experimental evidence at protein level	65.43	1	0.999	7	7	7	37	37	37	1427472000	1427472000	1427472000	11C(57.0214), 1C(57.0214), 2C(57.0214), 4C(57.0214), 5C(57.0214), 6C(57.0214), 7C(57.0214), 8C(57.0214), 8K(304.2071), N-term(304.2071)	NA	NA	6370328.1858	7922726.3853	11659202.2109	5979586.3867	5466219.6917	4948204.8682	15350220.6108	18233050.5049	14692315.4229	10499119.563	8141736.2498	8278180.3125	8563598.5757	14796205.6226	19400282.3057	15063375.5117	18894316.4146	24315116.6797
sp|P0A457|T2A1_NOSS1	P0A457	T2A1_NOSS1	avaIR	315	Nostoc sp. (strain PCC 7120 / SAG 25.82 / UTEX 2576) OX=103690	Type II restriction enzyme AvaI 	4:Protein predicted	23.49	1	0.999	6	6	6	7	7	7	16807575	16807575	16807575	13M(15.9949), 15K(304.2071), 16K(304.2071), 8M(15.9949), N-term(304.2071)	NA	NA	313065.5527	1314525.4141	5439154.5312	3330063.0781	1535008.5547	674694.4609	526229.6289	339402.3145	282809.064	276066.5986	193904.6084	204725.9604	172863.0283	172194.0312	161693.916	246337.8779	191121.7158	273163.3115
sp|P0A4B7|RS21A_NOSS1	P0A4B7	RS21A_NOSS1	rpsU1	62	Nostoc sp. (strain PCC 7120 / SAG 25.82 / UTEX 2576) OX=103690	30S ribosomal protein S21 A 	3:Protein inferred from homology	53.23	1	0.999	4	4	4	12	12	12	74618366	74618366	74618366	7M(15.9949), 8K(304.2071), 9K(304.2071), N-term(304.2071)	NA	NA	744379.1862	1632405.5723000001	1967297.0264	1547043.834	782860.0732	507906.8176	369585.8574	304517.0967	344332.8613	451179.7566	413417.4336	530266.1191	1215427.197	6813549.8652	16076690.7656	4885940.7803	5356278.3237	4560943.0391
sp|P0A4K0|SSB1_NOSS1	P0A4K0	SSB1_NOSS1	ssb1	119	Nostoc sp. (strain PCC 7120 / SAG 25.82 / UTEX 2576) OX=103690	Single-stranded DNA-binding protein 1 	3:Protein inferred from homology	68.91	1	0.999	12	12	12	19	19	19	72603944	72603944	72603944	10K(304.2071), 16K(304.2071), 1K(304.2071), 7K(304.2071), 8K(304.2071), N-term(304.2071)	NA	NA	679803.5791	5455740.1826	15200270.6978	9190843.6494	4912629	2769306.4087	1485758.7634	867979.8784	655051.9075	438354.7922	294822.8635	345131.5886	342382.2471	439768.1946	490147.4905	736862.9333	366980.6816	591113.6394
sp|P0A4L1|THIO1_NOSS1	P0A4L1	THIO1_NOSS1	trxM1	107	Nostoc sp. (strain PCC 7120 / SAG 25.82 / UTEX 2576) OX=103690	Thioredoxin 1 	3:Protein inferred from homology	67.29	1	0.999	6	6	6	70	70	70	596895504	596895504	596895504	10K(304.2071), 12K(304.2071), 16K(304.2071), 1M(15.9949), 3M(15.9949), 6M(15.9949), 9K(304.2071), N-term(304.2071), N-term(42.0106)	NA	NA	162131191.6934	156179974.2383	84129743.2422	37960992.3535	12077224.2725	5132800.4915	2726715.2576	1655513.1584	1392959.647	1144016.9521	1002534.6509	1051520.2446	643113.6982	826411.7852	727619.1609	1021695.6448	1047823.0842	1522128.2266
sp|P0A4U6|NTCA_NOSS1	P0A4U6	NTCA_NOSS1	ntcA	223	Nostoc sp. (strain PCC 7120 / SAG 25.82 / UTEX 2576) OX=103690	Global nitrogen regulator 	1:Experimental evidence at protein level	20.18	1	0.999	4	4	4	8	8	8	24897330	24897330	24897330	2M(15.9949), 5K(304.2071), 7M(15.9949), 9M(15.9949), N-term(304.2071)	NA	NA	65063.9897	659477.1016	1114796.2344	460392.2305	247731.3691	144147.0396	65673.135	41966.7144	31673.8591	26642.2053	18637.1193	24072.7607	22132.5669	26785.2327	34142.5327	47412.0835	38658.4285	80631.4944
sp|P12404|ATP6_NOSS1	P12404	ATP6_NOSS1	atpI	251	Nostoc sp. (strain PCC 7120 / SAG 25.82 / UTEX 2576) OX=103690	ATP synthase subunit a 	3:Protein inferred from homology	17.13	1	0.999	3	3	3	5	5	5	40113624	40113624	40113624	10K(304.2071), 15M(15.9949), 19K(304.2071), 7K(304.2071), N-term(304.2071)	NA	NA	437020.6406	1464124.0156	5678316.6875	3507626.9688	1697149.8906	801986.0312	332118.3711	183363.5059	184642.4355	152426.4805	203535.9453	195522.3691	195928.2383	306507.3789	394236.543	408100.7812	371008.9102	366538.8359
sp|P12405|ATPA_NOSS1	P12405	ATPA_NOSS1	atpA	506	Nostoc sp. (strain PCC 7120 / SAG 25.82 / UTEX 2576) OX=103690	ATP synthase subunit alpha 	3:Protein inferred from homology	54.55	1	0.999	24	23	24	472	453	472	7486875904	7005957120	7486875904	11K(304.2071), 12K(304.2071), 13K(304.2071), 14K(304.2071), 16M(15.9949), 23K(304.2071), 25K(304.2071), 2K(304.2071), 2M(15.9949), 5K(304.2071), 6C(57.0214), 6M(15.9949), 7K(304.2071), 8K(304.2071), 9K(304.2071), N-term(304.2071)	NA	NA	43130952.4718	422551621.3091	1815298111.2241	1121857670.3223	446833057.7568	216169242.8152	423808556.3123	1206250006.8879	490022909.0906	290565092.9575	207083238.7521	207318255.8857	180738805.6904	285858833.1145	313412715.2534	176132534.1499	186839313.7903	199925685.8264
sp|P12406|ATPD_NOSS1	P12406	ATPD_NOSS1	atpD	183	Nostoc sp. (strain PCC 7120 / SAG 25.82 / UTEX 2576) OX=103690	ATP synthase subunit delta 	3:Protein inferred from homology	58.47	1	0.999	9	9	9	24	24	24	208607200	208607200	208607200	12K(304.2071), 13K(304.2071), 14K(304.2071), 19K(304.2071), 7K(304.2071), 9K(304.2071), N-term(304.2071)	NA	NA	2052039.762	13078408.3672	19882034.8945	7889552.8418	3023129.2979	1563701.0925	1030111.2236	1797584.3357	2160428.3918	2000352.1382	1701601.2678	2174594.7185	1802496.0483	2317670.2891	2176569.7002	1766169.5752	1835970.3164	2184044.0728
sp|P12407|ATPF_NOSS1	P12407	ATPF_NOSS1	atpF	187	Nostoc sp. (strain PCC 7120 / SAG 25.82 / UTEX 2576) OX=103690	ATP synthase subunit b 	3:Protein inferred from homology	47.59	1	0.999	8	8	8	26	26	26	652523486	652523486	652523486	15K(304.2071), 8K(304.2071), 9K(304.2071), N-term(304.2071)	NA	NA	886832.998	7687681.7275	20952771.7461	11488512.4551	4813635.46	2351605.3101	1011166.2324	593160.2144	808946.8562	738540.4077	666730.3457	890478.5854	966597.916	1349252.5464	1458836.0859	1307473.6816	1621657.4688	1784077.8398
sp|P12408|ATPG_NOSS1	P12408	ATPG_NOSS1	atpC	315	Nostoc sp. (strain PCC 7120 / SAG 25.82 / UTEX 2576) OX=103690	ATP synthase gamma chain 	3:Protein inferred from homology	72.7	1	0.999	22	22	22	129	129	129	2503552128	2503552128	2503552128	10K(304.2071), 12K(304.2071), 13K(304.2071), 16K(304.2071), 1K(304.2071), 1M(15.9949), 22K(304.2071), 23K(304.2071), 3C(57.0214), 4M(15.9949), 6M(15.9949), 7K(304.2071), 8K(304.2071), N-term(304.2071)	NA	NA	5633498.188	23096973.2847	68256052.5625	91982024.0059	117529242.707	47993594.3379	32638516.1372	89337252.8804	36488601.7344	22694665.999	17931938.3005	18650155.9019	14933170.6174	20419508.5554	19114865.3413	13518440.0713	14214597.8254	15807874.2183
sp|P12410|ATPF2_NOSS1	P12410	ATPF2_NOSS1	atpG	163	Nostoc sp. (strain PCC 7120 / SAG 25.82 / UTEX 2576) OX=103690	ATP synthase subunit b' 	3:Protein inferred from homology	25.15	1	0.999	4	4	4	13	13	13	184339244	184339244	184339244	11K(304.2071), 8K(304.2071), N-term(304.2071)	NA	NA	999432.9653	6121072.7598	16566572.5664	8807713.9043	4121658.5615	1739004.5317	809463.1841	525387.2812	836316.6318	778447.8433	887838.7417	1169709.9897	1326309.5869	1879441.626	2154548.9414	1768863.623	2046920.6738	2554805.3291
sp|P12623|NIFS_NOSS1	P12623	NIFS_NOSS1	nifS	400	Nostoc sp. (strain PCC 7120 / SAG 25.82 / UTEX 2576) OX=103690	Cysteine desulfurase 	3:Protein inferred from homology	5.5	1	0.999	2	2	2	2	2	2	     0	     0	     0	13K(304.2071), 9K(304.2071), N-term(304.2071)	NA	NA	28254.5586	172041.8594	422786.6875	268907.5625	121322.7891	75156.1719	36529.4766	26890.334	27800.4043	21005.5742	20132.9434	21067.082	15977.1416	13818.165	16061.2051	27378.8984	17081.1289	26422.0312
sp|P13907|PSBO_NOSS1	P13907	PSBO_NOSS1	psbO	273	Nostoc sp. (strain PCC 7120 / SAG 25.82 / UTEX 2576) OX=103690	Photosystem II manganese-stabilizing polypeptide 	3:Protein inferred from homology	79.85	1	0.999	21	21	21	255	255	255	5978349440	5978349440	5978349440	10K(304.2071), 12K(304.2071), 13K(304.2071), 1C(57.0214), 1C(57.0214), 24K(304.2071), 25K(304.2071), 28K(304.2071), 3C(57.0214), 6K(304.2071), 7K(304.2071), 8K(304.2071), 9K(304.2071), N-term(304.2071)	NA	NA	74115469.0674	1225068817.9678	2323338113.3066	905171343.4336	366681986.5342	143167206.1201	59149688.1233	26458291.1572	18603199.082	14318810.6653	9287213.0051	10735858.3826	10692805.5454	16929179.4976	18040363.6792	36745403.6204	20858076.1837	30172767.6194
sp|P18501|HESB_NOSS1	P18501	HESB_NOSS1	hesB	123	Nostoc sp. (strain PCC 7120 / SAG 25.82 / UTEX 2576) OX=103690	Protein HesB 	3:Protein inferred from homology	17.07	1	0.999	2	2	2	2	2	2	2001558	2001558	2001558	10C(57.0214), 12C(57.0214), 14K(304.2071), 7K(304.2071), N-term(304.2071)	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sp|P20093|PSBB_NOSS1	P20093	PSBB_NOSS1	psbB	509	Nostoc sp. (strain PCC 7120 / SAG 25.82 / UTEX 2576) OX=103690	Photosystem II CP47 reaction center protein 	3:Protein inferred from homology	30.65	1	0.999	16	16	16	130	130	130	1572766608	1572766608	1572766608	10K(304.2071), 13K(304.2071), 15K(304.2071), 1K(304.2071), 22K(304.2071), 3M(15.9949), 9K(304.2071), 9M(15.9949), N-term(304.2071)	NA	NA	4214470.906	12300074.6982	28935113.4268	50846095.6875	41303252.2283	107993455.646	151710310.9883	75795021.7627	44997468.5139	24200832.5007	14992578.4146	12278008.5063	9693184.8105	14459687.8113	15194644.3633	10832729.4744	13082291.0137	16325654.4407
